id,utc_offset,rsvp_limit,headcount,yes_rsvp_count,duration,photo_url,visibility,waitlist_count,created,maybe_rsvp_count,how_to_find_us,event_url,name,time,updated,status,group_id,group_created,group_group_lon,group_join_mode,group_name,group_urlname,group_group_lat,group_who,venue_id,venue_zip,venue_country,venue_localized_country_name,venue_city,venue_address_1,venue_lon,venue_name,venue_state,venue_lat,venue_repinned,fee_amount,fee_accepts,fee_label,fee_required,fee_currency,description,
"fljnjqyzhbgb","-36000000", ,"0","25","9000000","https://secure.meetupstatic.com/photos/event/7/6/5/e/global_470730302.jpeg","public","0","1539188322000","0", ,"https://www.meetup.com/oahuphoto/events/260488186/","Monthly Sunrise Meetup","1556982000000","1539188322000","upcoming","710370","1190849796000","-157.880004883","open","Oahu Photography Group","oahuphoto","21.3500003815","Photographers", , , , , , , , , , , , , , , , ,"<p>Join us at the Hawaii Kai Starbucks every first Saturday of the month to grab coffee, decide and depart for the best sunrise location based on weather, wind, sun direction and group vibes. With a little bit of luck you will go home with amazing photos and a few new friends!</p> <p>We ask that you arrive on time as the group will most likely depart no later than 15 minutes after the scheduled time. If you missed the departure time then please check the comments below to see where the group went. We also ask that you be a little flexible regarding location decision as it may be a spot that you have recently visited. This event is all about getting up early and hanging out with a few other happy photographers while capturing an epic sunrise. We will not be disappointed if you choose to go elsewhere after the location has been decided.</p> <p>A few recommendations: Wear slippers but bring your shoes and leave them in the car if not needed. Consider wearing shorts that can get wet. There is a chance you could be walking in water up to your hips so use a backpack to carry all your items. Bring a headlamp or a flashlight as it will be dark while walking and setting up. Keep a rain jacket and an umbrella in your car. Bring a sturdy tripod and a remote shutter if available. A remote shutter will allow you to capture long exposures well over 30 seconds. Charge your batteries and empty your memory cards the night prior, but don't forget them in the morning! Always smile because it's going to be a great day!</p> <p>Any questions please post in the comments.</p> <p>Liability Waiver: The Oahu Photography Group and Hawaii Photography Tours assumes no responsibility, liability, and/or fees for injury, damage, loss, accident, defects, or irregularity to cameras, equipment, vehicles, persons, and/or other related categories whatsoever. You agree that this activity you are attending is at your own risk and all incurred cost associated with the above is not levied on the Oahu Photography Group or Hawaii Photography Tours.</p> <p>Photo Release Disclaimer: By attending the Oahu Photography Group workshops, meet-ups and events there is a chance you will be filmed, photographed and/or interviewed on the activities you perform during the event. You agree that we (organizers) have permission to photograph, video tape and/or interview you and your gear. You also agree that I (Chris Rose) have your permission to use these photographs, videos and interviews on the Oahu Photography Group Meet-up pages and Hawaii Photography Tours website, social media and advertisements including flyers, posters, web graphics and other marketing campaigns. As a way of saying thanks, I would be happy to send you a full-res copy of any published photo in which you are displayed.</p>",
"258984428","-25200000","3","0","3","39600000", ,"public","0","1550215686000","0", ,"https://www.meetup.com/Photonerds/events/258984428/","Big Sur, Day Trip ($395, 1 Spot Open)","1556974800000","1555465395000","upcoming","19986614","1464019772000","-121.339996338","open","Photonerds","Photonerds","38.6599998474","Nerds", , , , , , , , , , , , , , , , ,"<p>This is a 1 day workshop.</p> <p>Designed for photographers of all levels, we will learn camera’s settings, powerful compositions and more. The intersection of rock and water contains an endless array of fascinating rocky points, arches, sea-stacks, and sandy shores. Big Sur is amazing and we can't wait to pay it a visit.</p> <p>For more details, or to reserve your spot. Visit:<br/><a href=""https://www.photonerds.com/trips/big-sur-photography-workshop"" class=""linkified"">https://www.photonerds.com/trips/big-sur-photography-workshop</a></p> <p>If you would like to speak live about this opportunity, I am here for that as well. (916)[masked], Adam</p>",
"260997732","-25200000", ,"0","4","7200000","https://secure.meetupstatic.com/photos/event/e/7/a/9/global_480839305.jpeg","public","0","1556480462000","0","At the gate near next to the parking lot","https://www.meetup.com/NEW-Women-Learning-Photography-Together/events/260997732/","Create an image at the Crystal Springs Rhododendron Gardens","1556975700000","1556480462000","upcoming","1116244","1208636994000","-122.690002441","open","Women Learning Photography Together","NEW-Women-Learning-Photography-Together","45.5699996948","Women Photographers","26081872","97202","us","USA","Portland","5801 SE 28th Ave","-122.635520","Crystal Springs Rhododendron Garden","OR","45.479923","False", , , , , ,"<p>Come experiences the rodies in full bloom in this garden across from Reed College. Bring a tripod, a couple of lenses and your camera. There may be a small charge but sometimes that early nobody is there to collect it. Meet at the small parking lot. Decide then with the others if you want to go to breakfast, where and when. Susan Clary is the event host. Let her know if you want to go. You will see lots of water, ducks, geese, and many different colors of rhododendrons!<br/>Crystal Springs Rhododendron Garden is a botanical garden located between Reed College and the Eastmoreland Golf Course in southeastern Portland in the U.S. state of Oregon. The garden, at Southeast 28th Avenue and Woodstock Boulevard, covers 9.49 acres, is named for the numerous springs within the garden.</p>",
"261130246","-18000000", ,"0","6","147540000","https://secure.meetupstatic.com/photos/event/2/a/7/7/global_480970871.jpeg","public","0","1556868566000","0", ,"https://www.meetup.com/Naperville-Photography-Classes-Meetup/events/261130246/","LETS PLAY A GAME ","1556971200000","1556868566000","upcoming","31699184","1555912475000","-88.1500015259","open","Creative photography for beginners","Naperville-Photography-Classes-Meetup","41.7700004578","Members","26076642", ,"us","USA","Illinois", ,"-89.398530","Illinois","IL","40.633125","False", , , , , ,"<p>This one is at home event and anyone can do it. From saturday morning to midnight sunday.<br/>1. I want you to chose one subject and over the weekend take 10 shots of the same subject at different times of day or night. Subject can be anything even an egg from your fridge can be turned in to awesome photo, just all of you don't take egg photos i'm not in to omelets that much. lol<br/>2. Each photo must look different<br/>3. You can use anything to make that picture look different. Example: add water drops, sparkles, different color backgrounds, etc...<br/>4. Be creative, choose something special to you and make it awesome<br/>5. no editing pure raw or jpg out of camera<br/>6. Post all 10 of your pictures on monday</p>",
"gvxlxlyzhbgb","-18000000", ,"0","3", , ,"public","0","1472497717000","0", ,"https://www.meetup.com/jbspondtrail/events/260268805/","JBS Morning Bird Walk & Talk Bird Tour","1556971200000","1472497717000","upcoming","19109330","1447184765000","-96.8000030518","open","Dallas Hiking Meetup","jbspondtrail","32.7900009155","Nature Enthusiasts","1635803","75159","us","USA","Seagoville","655 Martin Lane","-96.506516","John Bunker Sands Wetland Center","TX","32.613880","False", , , , , ,"<p>Enjoy an early morning walk as  you learn how to use binoculars, field guides, keep a life-list and what to look for when identifying birds. This walk is perfect for beginner and intermediate birders.  Enjoy a relaxing morning learning more about the fastest growing spectator sport in America. Bring water, a hat and binoculars if you have them.  Binoculars are available for use.</p>",
"260872904","-25200000", ,"0","5","126000000", ,"public","0","1556076546000","0", ,"https://www.meetup.com/Bay-Area-Events-Club/events/260872904/","Wanderlust San Francisco 2019","1556978400000","1556076546000","upcoming","24302265","1496716134000","-122.440002441","open","Bay Area Events Club","Bay-Area-Events-Club","37.7200012207","XEEDERS", , , , , , , , , , , , , , , , ,"<p><b>Wanderlust San Francisco 2019</b></p> <p><b>Event details : <a href=""https://www.xeeders.com/events/32308""><a href=""https://www.xeeders.com/events/32308"" class=""linkified"">https://www.xeeders.com/events/32308</a></a> </b></p> <p><b>Message from Event organizer : </b><br/>&lt;P&gt;&lt;SPAN&gt;&lt;STRONG&gt;For 10 years, Wanderlust Festival has gathered teachers, experts, musicians, and creators at stunning destination resorts for transformational experiences—each unique unto itself. For the first time, we’re bringing our destination festival experience to select US cities.&lt;/STRONG&gt;&lt;/SPAN&gt;&lt;/P&gt; &lt;P&gt;&lt;SPAN&gt;From the Golden Gates to the peak of Mount Tam, the city by the Bay offers breathtaking views, diverse landscapes, and thriving culture—welcoming folks from all walks of life with open arms. That’s what makes &lt;/SPAN&gt;&lt;SPAN&gt;San Francisco&lt;/SPAN&gt;&lt;SPAN&gt; a perfect place for our ALL NEW 2-day festival tour.&lt;/SPAN&gt;&lt;/P&gt; &lt;P&gt;&lt;SPAN&gt;Join us in one of the city’s many treasures, Golden Gate Park. Lauded for its airy gardens, calm lakes, and open fields, step into the park and you’ll forget you’re in the heart of a major city. After you’ve spent a ...</p> <p><b>For more details, Venue and Exact date time, visit:<br/><a href=""https://www.xeeders.com/events/32308""><a href=""https://www.xeeders.com/events/32308"" class=""linkified"">https://www.xeeders.com/events/32308</a></a> </b></p> <p>Disclaimer: This event is not organized by BAY AREA Events Club. We are just promoting and helping the event to reach more people. For any missing details contact the organizer from the above provided link.</p>",
"260276462","-14400000", ,"0","18","45000000","https://secure.meetupstatic.com/photos/event/b/c/1/b/global_470988155.jpeg","public","0","1554211541000","0","Watch for instructions in an email on Friday, May 11.","https://www.meetup.com/York-County-Camera-Club/events/260276462/","Photo Scavenger Hunt","1556969400000","1554212250000","upcoming","11932242","1389199719000","-76.5999984741","open","York County Camera Club","York-County-Camera-Club","40.0200004578","Photographers","20648772", ,"us","USA","York","123 at home avenue","-76.722855","Wherever you are","PA","39.959953","True", , , , , ,"<p>Join us for our sixth annual Photo Scavenger Hunt. This is purely a fun event. With a list of clues, you’ll shoot photos during the day to share with the group at a party in the evening. This event will go on, rain or shine.<br/>Note that we’ll have a potluck at the party, so bring some food to share (let us know what that will be in the comments below so we don’t end up with all desserts).<br/>Here’s the short description:<br/>Part 1<br/>When: Clues are posted at 7:30 AM on Saturday, May 4; you shoot throughout the day ending at 5:00 pm.<br/>Where: Anywhere (Shoot wherever you are—doesn’t have to be in York County).<br/>Please shoot in JPG only—see why below.<br/>Part 2<br/>When you’re finished shooting, select ONE image to submit for each clue, renaming and copying it to a memory card to bring to the party so we can all see your interpretation. (Doing this correctly is extremely important! See below for details on how to do this.)<br/>Part 3<br/>When: 6:00 PM May 4, 2018<br/>Where: George Kurzik’s house (address and directions will be sent a few days before the event to those who RSVP “Yes.”)<br/>Here are the details:<br/>Part 1<br/>For a normal scavenger hunt, you find and retrieve things from a list. For a photo scavenger hunt, you take away only images of the things on the list. Plus clues don’t have to involve physical items; there might be emotions, gestures, suggestions, hints, fantasies, and events.<br/>At 7:30 AM, on the day of the Photo Scavenger Hunt, we’ll send a list of the clues to capture via email to those who RSVP Yes. We’ll also post a jpg image of the list just above the Comments on this event's web-page (also in the 2019 Scavenger Hunt album on the Photos page). You’ll have until 5:00 PM to shoot photos of as many clues as you can, anywhere you want. Your creativity is tested and exercised to the limit in this event. Kudos are gained by providing the most innovative solution to the clue.<br/>Here’s an example: For a clue of “Dinosaur,” you might shoot a child’s toy or a 1960’s gas-guzzling Cadillac. Clues are open to your interpretation.<br/>Part 2<br/>When you’re finished shooting your clues, download your images to your computer and go through them to find the one image for each clue that you’d like to share with the group. You won’t have time to enhance what you’ve taken, which is the reason to shoot in jpg. Rename each chosen image with the number of the clue and your initials. (Important!)<br/>Example: For clue #3, if your name is Ann Good, you’d rename that image “3ag.jpg.”<br/>On a memory card or USB thumb drive, create a directory (folder) &amp; name it something relevant. Copy all of your chosen images into that folder on the memory card (or USB thumb drive) and bring that to the meeting at George’s house.<br/>Part 3<br/>We’ll meet at George Kurzik’s house at 6 PM to share our results. When you arrive, you’ll hand over your memory device so Lynn can copy your images onto a computer so we can share all of our images on George’s TV while having refreshments (that we've each brought along).<br/>There are no prizes, just the adulation of the crowd. We hope to see you there!</p>",
"259795382","-14400000","14","0","12","7200000","https://secure.meetupstatic.com/photos/event/7/d/e/5/global_479492229.jpeg","public","0","1552665566000","0","Meet at the exit stairwell on the ground level of parking deck D, on the back of the VA Med Ctr property.","https://www.meetup.com/Gwinnett-GNPA-Chapter/events/259795382/","Lullwater Preserve and Houston Mill Falls, Wonderful Waterscape Outing - Part 1","1556971200000","1556835158000","upcoming","2897522","1322876683000","-83.9599990845","open","Gwinnett Chapter of GNPA","Gwinnett-GNPA-Chapter","33.9399986267","Members","26250193","30033","us","USA","Decatur","1670 Clairmont Rd","-84.311714","Atlanta VA Medical Center","GA","33.801710","True", , , , , ,"<p>GNPA Members ONLY!</p> <p>Opportunity to photograph Waterscapes, Landscapes and all that goes with them.</p> <p>Lullwater Preserve is on the Emory campus and has South Fork Peachtree Creek flowing through it. There is a small lake, an old hydroelectric dam, a swinging bridge, walking trails and plenty of beautiful scenery to photograph.</p> <p><a href=""https://www.atlantatrails.com/hiking-trails/lullwater-walking-running-trails-emory-university-atlanta"" class=""linkified"">https://www.atlantatrails.com/hiking-trails/lullwater-walking-running-trails-emory-university-atlanta</a> or <a href=""http://www.emoryhistory.emory.edu/facts-figures/places/landmarks/lullwater.html"" class=""linkified"">http://www.emoryhistory.emory.edu/facts-figures/places/landmarks/lullwater.html</a></p> <p>Personal safety is of utmost importance. Nature photography includes inherent risks which all participants must evaluate for themselves as to the safety of any activity based on their personal abilities. Be constantly aware of your surroundings and any potential hazards which could result in injury to you or others. Do not place yourself in danger!</p> <p>By registering, you are agreeing to the standard GNPA Warranty and Liability release.</p> <p>You may want to bring water, snacks, or lunch. Depending on the weather, you may need bug repellant and Sun Screen. Wear comfortable walking shoes that can get wet/muddy (hiking boots or shoes).</p> <p>Equipment: Tripod, multiple lenses from Macro to Telephoto. Polarizer or other filters are also recommended.</p> <p>Remember, as with any field trips, do not leave anything out in your car while on the trails. Keep any possessions in trunk of your car. Always take a trash bag to pick up and clean while on field trips. Only leave footprints behind, nothing else!</p>",
"260921603","-25200000", ,"0","25","9000000", ,"public","0","1556221194000","0","By the big 'sundial' statue in the park near the trailhead (west of the gas station)","https://www.meetup.com/Casual-Hikes-Orange-County/events/260921603/","Vista Outlook and Billy Goat Trail at Whiting Ranch.","1556982000000","1556221194000","upcoming","19260121","1451697586000","-117.989997864","open","Casual Hikes Orange County","Casual-Hikes-Orange-County","33.75","Casual Hikers","24278284", ,"us","USA","Foothill Ranch. 92610","26701 Portola Parkway (at Market)","-117.664390","Whiting Ranch Wilderness Park Main Entrance","CA","33.681065","True", , , , , ,"<p>***This is an intermediate workout hike climbing one substantial hill, then navigating a steep rocky trail.***</p> <p>Vista Outlook is the less intense version of the infamous Dreaded Hill on the other side of the park. It's roughly a[masked] foot climb over about a mile or so. It has a few steep sections, and you end up above Red Rock and Limestone Canyons, along with a view of the coastal cities. Back at the bottom we'll continue on around the corner, past the Red Rock Canyon trail, and start our way up to the water tank above Four Corners via the very fun to hike Billy Goat Trail. This is a steep rocky trail that climbs and falls a few times before you actually make it to the top. From there it's all down hill back to the parking area. The total distance is about six miles, and the total plus/minus is about 1200 feet between the two trails.</p> <p>Whiting Ranch Web Site (<a href=""http://www.ocparks.com/parks/whiting"" class=""linkified"">http://www.ocparks.com/parks/whiting</a>)</p> <p>PDF Park Map (<a href=""http://www.ocparks.com/civicax/filebank/blobdload.aspx?BlobID=63142"" class=""linkified"">http://www.ocparks.com/civicax/filebank/blobdload.aspx?BlobID=63142</a>)</p> <p>PDF Park Info (<a href=""http://www.ocparks.com/civicax/filebank/blobdload.aspx?BlobID=15842"" class=""linkified"">http://www.ocparks.com/civicax/filebank/blobdload.aspx?BlobID=15842</a>)</p> <p>Local Weather (<a href=""http://forecast.weather.gov/MapClick.php?lat=33.6866&amp;lon=-117.669#.WZJJUemQzIU"" class=""linkified"">http://forecast.weather.gov/MapClick.php?lat=33.6866&amp;lon=-117.669&#35;.WZJJUemQzIU</a>)</p> <p>Whiting Ranch Wilderness Park</p> <p>Whiting Ranch Wilderness Park encompasses approximately 2,500 acres of riparian and oak woodland canyons, rolling grassland hills and steep slopes of coastal sage scrub and chaparral. The park is highlighted by scenic rock formations, including the beautiful Red Rock Canyon. There are three intermittent streams: Borrego, Serrano and Aliso Creek meandering through the park, each hosting an abundance of wildlife. Remnants of the former cattle ranching days can be seen throughout the park.</p> <p>Though 90% of the park burned in the Santiago Fire of 2007, the land is still in the recovery process. Please respect that process by staying on marked trails and following park rules.</p> <p>(there's more, scroll down please...)</p> <p><img src=""http://photos2.meetupstatic.com/photos/event/4/9/9/4/600_457698836.jpeg"" /></p> <p>We'll meet by this big 'sundial' looking thing by the trail head (below)...... Please arrive a few minutes early if you need to use a restroom at a local business near by before we begin. There are two portable toilets at the trail head and no facilities on the trail.</p> <p><img src=""http://photos4.meetupstatic.com/photos/event/1/c/3/f/600_445567231.jpeg"" /></p> <p>Plan for about two and a half hours or so. Bring water, a hat, camera, etc... all of the normal things... Dogs are not permitted... As for the mountain lions, you'll need to be more concerned with mountain bikes than mountain lions, so don't worry about the latter too much... You have a much greater chance of seeing a deer, or stepping on a rattlesnake if you're not paying attention to where you're going while looking out for mountain lions, deer, or mountain bikes...</p> <p><img src=""http://photos3.meetupstatic.com/photos/event/4/9/e/4/600_457698916.jpeg"" /></p> <p>*** PARKING *** *** PARKING *** *** PARKING *** The actual parking lot for Whiting Ranch is tiny and always full very early. We used to park at Ralph's for many years until recently. In the past few months they have had security guards monitoring the parking for the shopping center. *** SOLUTIONS *** You can get lucky and get a spot at the little parking lot... You can park in the Ralph's shopping center as inconspicuously as possible while avoiding the flashing lights of the white patrol vehicle... Or you can park across the street in the other shopping area (this is what I do for now) blending in with the other cars and walk across Portola to the park... This place is very popular and this issue will not go away.</p> <p>Any questions, please ask... Thanks</p> <p>----------------------------------------------------------------------------------------</p> <p>Basic Disclaimer- Keep Yourself Safe.</p> <p>Even though we’re close to home, it’s still easy enough to get hurt out there, so, we are all adults here, unless you bring your kids with you, and we are all responsible for our own safety. This meet-up group and anyone in it is not responsible for your safety and makes no promise you are safe from natural dangers (and mountain bikes) while participating in a hike. Things like ticks and rattlesnakes are not uncommon (not a problem either, you just look out for them), plus all of the other normal outdoor dangers and precautions that come with any outdoor activity. Please know your abilities and your limits and keep yourself safe.</p> <p><img src=""http://photos2.meetupstatic.com/photos/event/4/a/0/9/600_457698953.jpeg"" /></p> <p>Okay then... We'll see Ya' then... Thanks.</p>",
"260408954","-25200000","8","0","4","10800000", ,"public","0","1554596250000","0","Will be a front gate by ticket booth, call 602.432.1541 if you can't find us","https://www.meetup.com/orcatek/events/260408954/","Nature Photography Workshop","1556982000000","1554596250000","upcoming","1965211","1307144358000","-111.930000305","open","Phoenix Photography Workshops","orcatek","33.4199981689","Members","22660222", ,"US","USA","Phoenix","1201 N Galvin Pkwy","-111.943436","Desert Botanical Garden", ,"33.461210","True","59.0","paypal","Price","1","USD","<p>During this 3 hour workshop we will explore and photograph the plants and hopefully some wildlife too.</p> <p>We will cover lighting and composition and recommend camera settings for different shots.</p> <p>Be sure to bring plenty of water and sunscreen!</p> <p>You must pay own admission to the Desert Botanical Gardens. If you pay with me you get a discount.</p> <p><img src=""http://photos4.meetupstatic.com/photos/event/4/9/8/b/600_435978827.jpeg"" /></p>",
