id,utc_offset,rsvp_limit,headcount,yes_rsvp_count,duration,photo_url,visibility,waitlist_count,created,maybe_rsvp_count,how_to_find_us,event_url,name,time,updated,status,group_id,group_created,group_group_lon,group_join_mode,group_name,group_urlname,group_group_lat,group_who,venue_id,venue_zip,venue_country,venue_localized_country_name,venue_city,venue_address_1,venue_lon,venue_name,venue_state,venue_lat,venue_repinned,fee_amount,fee_accepts,fee_label,fee_required,fee_currency,description,
"261130246","-18000000", ,"0","6","147540000","https://secure.meetupstatic.com/photos/event/2/a/7/7/global_480970871.jpeg","public","0","1556868566000","0", ,"https://www.meetup.com/Naperville-Photography-Classes-Meetup/events/261130246/","LETS PLAY A GAME ","1556971200000","1556868566000","upcoming","31699184","1555912475000","-88.1500015259","open","Creative photography for beginners","Naperville-Photography-Classes-Meetup","41.7700004578","Members","26076642", ,"us","USA","Illinois", ,"-89.398530","Illinois","IL","40.633125","False", , , , , ,"<p>This one is at home event and anyone can do it. From saturday morning to midnight sunday.<br/>1. I want you to chose one subject and over the weekend take 10 shots of the same subject at different times of day or night. Subject can be anything even an egg from your fridge can be turned in to awesome photo, just all of you don't take egg photos i'm not in to omelets that much. lol<br/>2. Each photo must look different<br/>3. You can use anything to make that picture look different. Example: add water drops, sparkles, different color backgrounds, etc...<br/>4. Be creative, choose something special to you and make it awesome<br/>5. no editing pure raw or jpg out of camera<br/>6. Post all 10 of your pictures on monday</p>",
"260872904","-25200000", ,"0","5","126000000", ,"public","0","1556076546000","0", ,"https://www.meetup.com/Bay-Area-Events-Club/events/260872904/","Wanderlust San Francisco 2019","1556978400000","1556076546000","upcoming","24302265","1496716134000","-122.440002441","open","Bay Area Events Club","Bay-Area-Events-Club","37.7200012207","XEEDERS", , , , , , , , , , , , , , , , ,"<p><b>Wanderlust San Francisco 2019</b></p> <p><b>Event details : <a href=""https://www.xeeders.com/events/32308""><a href=""https://www.xeeders.com/events/32308"" class=""linkified"">https://www.xeeders.com/events/32308</a></a> </b></p> <p><b>Message from Event organizer : </b><br/>&lt;P&gt;&lt;SPAN&gt;&lt;STRONG&gt;For 10 years, Wanderlust Festival has gathered teachers, experts, musicians, and creators at stunning destination resorts for transformational experiences—each unique unto itself. For the first time, we’re bringing our destination festival experience to select US cities.&lt;/STRONG&gt;&lt;/SPAN&gt;&lt;/P&gt; &lt;P&gt;&lt;SPAN&gt;From the Golden Gates to the peak of Mount Tam, the city by the Bay offers breathtaking views, diverse landscapes, and thriving culture—welcoming folks from all walks of life with open arms. That’s what makes &lt;/SPAN&gt;&lt;SPAN&gt;San Francisco&lt;/SPAN&gt;&lt;SPAN&gt; a perfect place for our ALL NEW 2-day festival tour.&lt;/SPAN&gt;&lt;/P&gt; &lt;P&gt;&lt;SPAN&gt;Join us in one of the city’s many treasures, Golden Gate Park. Lauded for its airy gardens, calm lakes, and open fields, step into the park and you’ll forget you’re in the heart of a major city. After you’ve spent a ...</p> <p><b>For more details, Venue and Exact date time, visit:<br/><a href=""https://www.xeeders.com/events/32308""><a href=""https://www.xeeders.com/events/32308"" class=""linkified"">https://www.xeeders.com/events/32308</a></a> </b></p> <p>Disclaimer: This event is not organized by BAY AREA Events Club. We are just promoting and helping the event to reach more people. For any missing details contact the organizer from the above provided link.</p>",
"261030903","-18000000", ,"0","3","111600000","https://secure.meetupstatic.com/photos/event/b/8/f/b/global_480887355.jpeg","public","0","1556580641000","0", ,"https://www.meetup.com/capture-san-antonio-photography/events/261030903/","Spring Renaissance Festival at Jackson Ranch","1556985600000","1556580641000","upcoming","1771716","1295886379000","-98.4700012207","open","Capture San Antonio Photography","capture-san-antonio-photography","29.4799995422","Photographers","26357728","78230","us","USA","San Antonio","8910 Callaghan Rd","-98.540730","8910 Callaghan Rd","TX","29.521555","False", , , , , ,"<p>Due to the nature of this event, it will be ""Go on your own"" unless you make arrangements with others who sign up for this event. (I will be attending the Regatta at Woodlawn Lake on Saturday morning, so I don't expect to get to this one till the afternoon). The event takes place both Saturday and Sunday.</p> <p>Arrive early as the event parking fills by noon or so. You might want to park on Stonehaven for easier access. It is also recommended that we meet at the Colonnade or Wonderland of the Americas and carpool. Please share images in our album and on the Jackson Ranch Facebook page. I called the number listed on the image above and was told that taking pictures at the event will be allowed.</p> <p>Entrance is free with a canned or packaged donation for the San Antonio Food Bank, or $5 per family ♥</p> <p>Festival happenings include:<br/>&gt; Artisans<br/>&gt; Vendors<br/>&gt; Food<br/>&gt; Archery<br/>&gt; Knights<br/>&gt; Live Music - Rod Campbell<br/>&gt; Fire Spinner! - Steven Albright<br/>&gt; Hands-on Silkscreening<br/>&gt; Dance Troupes<br/>&gt; Magician James Arthur (www.samindreader.com)<br/>&gt; Workshops TBA<br/>... Arrow Making with Barry Watson of The Greenwoode-<br/>May 4 and 5-12 and 3 pm<br/>... Poi with Steven Albright<br/>&gt; Costume Contest<br/>&gt; Equinox Ceremony</p> <p>Event Location: The Historic Jackson Ranch<br/>8910 Callaghan RD<br/>San Antonio, TX 78230<br/>[masked]</p> <p>Pets are not allowed to this event! With different types of animals for sale and a petting zoo, it is NOT a good idea to have your pets around! Even on a leash! So, NO DOGS ALLOWED! Thank you! ♥</p> <p>Check out photos from previous Renaissance Festivals at the Historic Jackson Ranch! <a href=""https://www.facebook.com/jackson.ranch.5/media_set?set=a.10216098776613189&amp;type=3"" class=""linkified"">https://www.facebook.com/jackson.ranch.5/media_set?set=a.10216098776613189&amp;type=3</a></p>",
"dlxmxqyzhbgb","-14400000", ,"0","4","108000000", ,"public","0","1556846537000","0", ,"https://www.meetup.com/NE-artists-models-group/events/261123234/","Somerville Open Studios Meet & Greet! May 4th & 5th 12-6pm!","1556985600000","1556846541000","upcoming","408475","1169241652000","-71.0299987793","approval","New England Artists/Models Group","NE-artists-models-group","42.3400001526","Art Models and Artists","15353172","02145","us","USA","Somerville","#51","-71.079262","86 Joy St","MA","42.389793","False", , , , , ,"<p>It's Open Studios Weekend in Somerville!<br/>Open to Everyone!<br/>As the head honcho of our great meetup group, I thought it would be a great opportunity to meet many of you!</p> <p>Come on by Saturday and Sunday to meet me, check out my studio and others in Joy St!<br/>As well as get your butt in gear to see everything else offered in Somerville.... or at least some of it:)<br/>This is a free event!<br/>I'll have snacks and drink as long as it lasts....</p> <p>I CAN'T hold your things while you walk around. I don't have room for that.</p>",
"260885830","-25200000", ,"0","10","32400000","https://secure.meetupstatic.com/photos/event/e/3/9/e/global_480718270.jpeg","public","0","1556125736000","0", ,"https://www.meetup.com/Everything-under-the-moon/events/260885830/","**No Host** LADIES WHO ROCK THE BLUES - ALL DAY BLUES!@ Swabbies","1557000000000","1556125736000","upcoming","22956328","1490078745000","-121.330001831","open","Everything Under the Moon & Stars","Everything-under-the-moon","38.6300010681","Friends","26178637","95837","us","USA","Sacramento","5871 Garden Hwy","-121.625880","Swabbies Restaurant & Bar","CA","38.674232","True", , , , , ,"<p>12:00 -3:00 - Red's Blues at Fire-pit Stage<br/>3:00 - 6:00 Shari Puorto<br/>6:30 - 9:30 Laurie Morvan Band with special guest Mick Martin</p> <p>Appearing with the Laurie Morvan Band will be the incredible Mick Martin on harmonica, percussion and vocals. When Laurie and Mick get together massive fireworks will be happening!</p> <p>Laurie Morvan Band<br/>www.lauriemorvan.com</p> <p>Laurie Morvan Band is a five piece high energy, rockin’ blues band lead by their female lead guitarist vocalist, Laurie Morvan. Based in Long Beach, CA, the band carved out its tight sound performing at over 70 festivals and 700 special events and club dates throughout the USA, with additional dates in Canada and Europe.</p> <p>1st Round 2018 Grammy Ballot for Best Contemporary Blues Album!<br/>Best Blues Album 2018 Nominee, Downbeat Mag Reader's Poll!<br/>Best New Artist 2018 Nominee, Independent Blues Awards!<br/>Winner SCVBS 2018 Best Self-Produced CD!</p> <p>“Tasty yet blistering Strat work that hits all the right notes and overflows with soul.” (Vintage Guitar)</p> <p>""Laurie is one hell of a great guitarist and if you have not had the pleasure of seeing her, put it on your must do list!"" (Blues Blast)</p> <p>“Morvan has all the soulfulness of Bonnie Raitt and the swaggering, muscular guitar tone of Stevie Ray Vaughan” (News Gazette, Champaign, IL).</p> <p>About Mick Martin:<br/><a href=""https://www.facebook.com/Mick-Martin-And-The-Blues-Rockers"" class=""linkified"">https://www.facebook.com/Mick-Martin-And-The-Blues-Rockers</a></p> <p>About Shari Puorto:<br/>www.bluesrockmusic.com</p> <p>“Shari Puorto! I thought it was one of the best sets of the (Waterfront Blues Festival, 2017) Fest and I was there all 5 days!” Phil Delazerda (Music fan)</p> <p>About Red's Blues:<br/>www.facebook.com/redsbluessac<br/>Here's what reviewers are saying about Red's Blues' Second CD, Released December 2017:</p> <p>Cover charge TBD. Kids free w/ paid responsible adult.</p> <p>Questions, private message me...<br/>Ciao~</p> <p>Sky</p>",
"261003798","19800000", ,"0","18","86400000", ,"public","0","1556500501000","0","Call Bharat @ 9000242728","https://www.meetup.com/theTIC/events/261003798/","Drive / Ride,Barbeque + Night Camping & Swimming @ Koil Sagar","1556955000000","1556500949000","upcoming","5079162","1348496801000","78.4800033569","open","Travel India Cafe","theTIC","17.3999996185","Travel Freaks","9286102", ,"in","India","Hyderabad","Andhra Pradesh","78.486670","Koil Sagar Project", ,"17.385044","True", , , , , ,"<p>PLEASE DO MENTION YOUR PHONE NO IN RSVP PROCESS</p> <p>Night Camping @ scenic KoilSagar Reservoir</p> <p>Mode Of Transport : We will be traveling by our own vehicles [car pooling] on fuel contribution basis or bikes</p> <p>Both bikers and pillions are welcome. Estimate distance - 2 X 150 km (relaxed ride with few pit stops)</p> <p>SaturDay:</p> <p>0200 PM Start riding,for koil sagar, snacks and tea on the way.<br/>0500 PM Reach camp, collect wood and pitch tents.<br/>0700 PM Campfire,<br/>0800 PM Dinner<br/>1000 PM Star Gazing and fun activities.<br/>1200 PM Haunted Stories</p> <p>Day2</p> <p>0600 AM Wakeup call, Morning walk around.<br/>0700 AM Unpitch tents, collect litter if any.<br/>0800 AM visit reservoir.<br/>0900 AM Ride back to Hyderabad.<br/>1200 PM Tata Bye Bye.....</p> <p>CARS are also welcome, let us know if you can accommodate anyone in your car.</p> <p>*BIKERS*</p> <p>Only those with prior long-distance biking experience should consider signing up.Only those with a bike in excellent condition will be considered - any break down will cause delays.</p> <p>*PILLIONS*</p> <p>Only those with an interest in long-distance biking (as pillion) should sign up</p> <p>Shortlisting is based on the discretion of the organizer.Attitude and volunteering during previous treks and trips will be considered.</p> <p>Bike fuel will be shared by biker and pillion (unless biker prefers to ride alone).</p> <p>*WHAT TO CARRY*</p> <p>Luggage should be *minimized* as biker and pillion luggage need to be carried on one bike.</p> <p>• Bikers are suggested to provide sufficient space on their bike.<br/>• Bikers to carry copies of RC book, insurance and driver license.<br/>• Bikers to carry spares and minimal tools to fix basic break downs.<br/>• No extra set of clothes required (Get swim wear if you wanna get into water)<br/>• Raining/wind jacket, Helmet<br/>• Camping gears - sleeping mat/bag or blanket, LED torch,Sun cap and cream.<br/>• Reusable bowl and spoon for dinner, tea.<br/>• Camera, fully charged batteries, memory card – optional<br/>• Common camping and cooking gears will be taken care of by the organizers</p> <p>*** Disclaimer</p> <p>1. Be a ""Bro"" while riding.<br/>2. Be a ""Trekker"" while camping.</p> <p>Bro = Helps others, follows rules of biking<br/>Trekker = No Smoke, No Booze, No littering</p> <p>Cost : 600/-</p> <p>Includes:</p> <p>Tented accommodation on sharing basis<br/>Camp fire<br/>Dinner provided by locals (Rice+Dal+Fry/curry+Curd+Pickle)<br/>Veg and Non Veg BBQ (Do It Yourself)</p> <p>Excludes:</p> <p>Transportaion<br/>Drinking water<br/>Sleeping bags/mats<br/>Anything not mentioned above</p> <p>If you have any questions.</p> <p>Call / Whatsapp</p> <p>Bharat @[masked]<br/>SoorYa @[masked]</p> <p>*PAYMENT*</p> <p>Paytm/Tez/UPI -[masked] Bharat</p> <p><img src=""https://secure.meetupstatic.com/photos/event/9/7/d/6/highres_476858870.jpeg"" /></p> <p><img src=""https://secure.meetupstatic.com/photos/event/9/7/e/1/highres_476858881.jpeg"" /></p> <p><img src=""https://secure.meetupstatic.com/photos/event/9/7/d/e/highres_476858878.jpeg"" /><br/><img src=""https://secure.meetupstatic.com/photos/event/e/4/3/8/600_466378424.jpeg"" /></p>",
"260680980","-25200000","5","0","4","18000000","https://secure.meetupstatic.com/photos/event/c/3/8/8/global_479930056.jpeg","public","0","1555449559000","0", ,"https://www.meetup.com/DPSOCSC/events/260680980/","Full: An afternoon with Laura!","1557000000000","1556582625000","upcoming","1351985","1231346590000","-121.989997864","approval","Digital Photography Society of Santa Cruz","DPSOCSC","36.9700012207","PhotoArtists","26288920","95060","us","USA","Santa Cruz", ,"-122.006780","Santa Cruz","CA","36.986660","True","160.0","cash","Price","0","USD","<p>Second session: Four hours of Art with Laura in Santa Cruz!</p> <p>Here's a unique opportunity to work closely with one of my favorite models, Laura New Meyers!<br/><a href=""https://www.modelmayhem.com/Lauranew"" class=""linkified"">https://www.modelmayhem.com/Lauranew</a></p> <p>I've arranged for a comprehensive four hour shoot with Laura and four other photographers for only $160 a person!</p> <p>Current plans are for 3-4 looks, covering something fun costumey, an up-close face focused segment with ring or clamshell lighting, an evocative body-scape in a big pile of sheets, and if time permits, a fun goofy bathing in a washtub sequence.</p> <p>This will be primarily in my home studio in Santa Cruz, although if whimsy and weather suggest we may move outside for the final segment. Photographers with minimal experience are welcome and will be mentored through working with a model and lighting setup.</p> <p>Space is extremely limited, sign up soon. When event is full, please do sign up on the wait-list.</p> <p>I'm accepting payments on Paypal (www.paypal.me/DaevR) &amp; Venmo (www.venmo.com/Daev-Roehr).<br/>To guarantee your spot is held, send your payment today!<br/>If I haven't received your payment by April 15, I'll backfill from the waitlist.</p> <p>Sylvia, I've received your payment, thank you.<br/>A.J., I've received your payment, thank you.<br/>Jacqui, I've received your payment, thank you.<br/>Ruth, I've received your payment, thank you.</p>",
"258238685","-14400000","11","0","5","147600000","https://secure.meetupstatic.com/photos/event/3/8/a/2/global_477974498.jpeg","public","0","1547993855000","0", ,"https://www.meetup.com/Waltham-Explorers-of-All-Things/events/258238685/","Once in a Lifetime Observatory Trip!","1556996400000","1547993855000","upcoming","30668206","1544231697000","-71.2600021362","open","Waltham Explorers of All Things","Waltham-Explorers-of-All-Things","42.4000015259","Members","26096472","85634","us","USA","Tucson", ,"-111.599750","Kitt Peak National Observatory","AZ","31.959890","False", , , , , ,"<p>Join us on this amazing once in lifetime exploration of the dark skies in the Arizona mountains and deserts! The first night we will be on the mountain at Kitt Peak National Observatory! The second night we will be in the very darkest sky possible to watch the Milky Way rise in the east and watch the Eta Aquarid Meteor Shower! In skies this dark the stars are literally countless and the Milky Way Galaxy will be like something you never imagined! This all happens during the new moon phase so we will have ideal viewing conditions for the stars!<br/>We only have 30 spaces available for this group adventure and this will be posted in 10 other meetup groups. The cost will be $275 per person and will include a complete guided tour including bus transportation, admission to observatory, dinner, telescope viewing, astronomer, and a laser guided constellation tour during the meteor shower on the second night! You will be responsible for your hotel and flight.<br/>RSVP only if you are seriously interested in attending this amazing trip. Include the number of guests if you have others you would like to bring with you. This first RSVP is only for getting a count of those seriously interested. Once we have enough people, I will then post another meetup for the actual event with all the details and you can RSVP again and payment can be made at that time to secure your space. If you have any questions, just message me on meetup or text me (860)[masked].<br/>Thanks!<br/>~Mark</p>",
"257612377","19800000","30","0","4","70200000","https://secure.meetupstatic.com/photos/event/8/e/2/0/global_477396384.jpeg","public","0","1546079614000","0", ,"https://www.meetup.com/TreksandTrails-Mumbai-Meetup/events/257612377/","Stargazing and Camping at Dehne on 4th 5th May 2019","1556964000000","1546079614000","upcoming","14857852","1401817378000","72.8199996948","open","Treks and Trails Mumbai Meetup","TreksandTrails-Mumbai-Meetup","18.9599990845","trekkers,hikers,travellers", , , , , , , , , , , , , , , , ,"<p>Stargazing and Camping at Dehne Asangaon</p> <p>About Stargazing Dehne, Asangaon<br/>Embark on a star gazing and photography tour at Dehne around new moon nights along with tented camping and stay under the stars with the cool breeze from the surrounding mountain range. Here, learn about how to explore the Northern Hemisphere Constellations and identify them with the help of telescopes as the experts guide you properly. You will be able to understand about the star photography technique and shoot the milky way and the obvious star trails. Plan for an extravagant weekend getaway to feel refreshed amid the splendid nature when the twinkling stars take care of you.</p> <p>Buy ticket here <a href=""https://www.treksandtrails.org/tours/stargazing-and-camping-asangaon-dehne"" class=""linkified"">https://www.treksandtrails.org/tours/stargazing-and-camping-asangaon-dehne</a></p> <p>Event Details Stargazing Mumbai at Dehne Asangaon<br/>• Place: Dehne, near Asangaon<br/>• Endurance: Low<br/>• Activities: Stargazing, Camping, Astrophotography<br/>• Stargazing Mumbai cost: Rs 1750 per person</p> <p>Event Itinerary - Stargazing camps near Mumbai</p> <p>Board local from Mumbai CSMT on Saturday<br/>Train timings CSMT - Asangaon Slow Local<br/>01:30 pm CSMT<br/>01:48 pm Dadar<br/>01:58 pm Kurla<br/>02:04 pm Ghatkopar<br/>02:26 pm Thane<br/>02:49 pm Dombivli<br/>03:00 pm Kalyan<br/>03:35 pm Asangaon</p> <p>Day one Stargazing and Camping<br/>03.35 pm - Meet at Asangaon railway station and begin travel to the base by local jeeps<br/>05.00 pm - Reach Stargazing camping site Dehne base village<br/>05.30 pm - Have a cup of tea and relax at the campsite and later pitch your tents.<br/>06.00 pm - Watch the relishing sunset<br/>07.00 pm - Start your astronomy and star photography session 1.<br/>09.30 pm - Take a dinner break in between.<br/>Continue to enjoy the second session of stargazing and witness the magic of the sky through the telescope. Can try for astrophotography.<br/>Retire for the night and take rest in tents.</p> <p>Day 2<br/>06:30 am Wakeup call around<br/>08:00 am Have breakfast around and play fun games and group activities.<br/>10:00 am Check-out camps and prepare to leave for Asangaon.<br/>11:00 am Reach at Asangaon station and wind up the tour.</p> <p>Cost Includes<br/>• Traveling from Asangaon to Asangaon<br/>• Day 1 - Evening Refreshment, Dinner<br/>• Day 2 – Breakfast<br/>• Instructor &amp; Telescope<br/>• Tented Accommodation<br/>• Treks and Trails Charges</p> <p>Cost Excludes<br/>• Travel cost till Kasara<br/>• Mineral water/lime water/ purchased for personal consumption<br/>• All kinds of Extra Meals / soft drinks ordered<br/>• Any kind of personal expenses<br/>• Any kind of cost which is not mentioned in the cost includes above<br/>• All expenses incurred due to unforeseen and unavoidable circumstances like roadblocks, bad weather<br/>• Any medical / Emergency evacuations if required</p> <p>For Registration and confirmation transfer Rs. [masked] per person in the given a/c</p> <p>Account Name - Treks and Trails<br/>Bank Name - Axis Bank<br/>Account Number -[masked]<br/>Branch: Churchgate – Mumbai<br/>IfSC Code - UTIB[masked]<br/>Account Type - Current Account</p> <p>Once payment is done, please send an email to [masked] with Transaction ID, Participant Names, email ID, Whatsapp mobile number, emergency contact number.</p> <p>Please Call or email for any clarification:<br/>Treks and Trails Mumbai mobile/Whatsapp -[masked] /[masked]</p> <p>Cancellation Policy<br/>• 75% refund if notified via phone conversation 8 or more days prior to the event date.<br/>• 50 % refund if notified via phone conversation 4 to 7 days prior to the event date.<br/>• No refund if the cancellation requested is less than 3 days prior to event date<br/>• No show No Refund.<br/>• Event Tickets cannot be transferred to another date against cancellation.<br/>• Event Tickets cannot be transferred to another person against cancellation.<br/>• If Trek get cancelled, we will refund ""Trek Amount"" only.</p> <p>Learn More <a href=""https://www.treksandtrails.org/tours/stargazing-and-camping-asangaon-dehne"" class=""linkified"">https://www.treksandtrails.org/tours/stargazing-and-camping-asangaon-dehne</a></p>",
"260506692","-14400000", ,"0","11","21600000","https://secure.meetupstatic.com/photos/event/e/7/1/global_480303697.jpeg","public","0","1554908134000","0","Find us at Brothers Drake Meadery!","https://www.meetup.com/Columbus-Art-Meetup/events/260506692/","Gallery Hop","1557000000000","1554908134000","upcoming","29246922","1531582817000","-83.0199966431","open","Columbus Art Meetup","Columbus-Art-Meetup","40.0999984741","Artists","26315414","43201","us","USA","Columbus","26 E 5th Ave","-83.004590","Brothers Drake Meadery","OH","39.987354","False", , , , , ,"<p>Gallery Hop in the Short North District is held on the first Saturday of every month! With the weather getting warm, it's time to get out and about to see the downtown art scene.</p> <p>We will start at Brother's Drake Meadery and work our way down from there. Parking is always very tight, so I recommend coming early to find a spot or grabbing a ride down. There will be plenty of food vendors, so don't forget to bring some extra cash!</p>",
